TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
22233480,7,Single,2418.838,378.071,0.002,0.301,0.047,0.0,417.921,0.009,0.1555,0.4459,1.0,0.603,0.013,83.05
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
22233480,7,Single,2418.838,378.071,0.002,0.301,0.047,0.0,417.921,0.009,0.1555,0.4459,1.0,0.603,0.013,83.05
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
22233480,7,Single,2418.838,378.071,0.002,0.301,0.047,0.0,417.921,0.009,0.1555,0.4459,1.0,0.603,0.013,83.05
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
22233480,7,Single,2418.838,378.071,0.002,0.301,0.047,0.0,417.921,0.009,0.1555,0.4459,1.0,0.603,0.013,83.05
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
22233480,7,Period,2738.959,7.429,0.003,0.107,0.056,0.0,23.41,0.008,0.1555,0.4459,1.0,0.214,0.006,1305.335
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
22233480,7,Period,2738.959,7.429,0.003,0.107,0.056,0.0,23.41,0.008,0.1555,0.4459,1.0,0.214,0.006,1305.335
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
22233480,7,Period,2738.959,7.429,0.003,0.107,0.056,0.0,23.41,0.008,0.1555,0.4459,1.0,0.214,0.006,1305.335
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
22233480,7,Period,2738.959,7.429,0.003,0.107,0.056,0.0,23.41,0.008,0.1555,0.4459,1.0,0.214,0.006,1305.335
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
22233480,7,Period,2738.959,7.429,0.003,0.107,0.056,0.0,23.41,0.008,0.1555,0.4459,1.0,0.214,0.006,1305.335
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
22233480,7,Period,2738.959,7.429,0.003,0.107,0.056,0.0,23.41,0.008,0.1555,0.4459,1.0,0.214,0.006,1305.335
TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
22233480,7,Period,2738.959,7.429,0.003,0.107,0.056,0.0,23.41,0.008,0.1555,0.4459,1.0,0.214,0.006,1305.335
